Industry Title,LMID Industry Title,Parsed_Code,Area Type,Area Name,Date,Seasonally Adjusted,Current Employment,Main_EDD,Main_Code,Sub_1,Sub_1_Code,Sub_2,Sub_2_Code,Sub_3,Sub_3_Code,Sub_4,Sub_4_Code
county,county,939,County,Madera County,3/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,1/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,1/1/19,N,9900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,1/1/19,N,106800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,1/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,1/1/19,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,1/1/19,N,5200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,1/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,1/1/19,N,19000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,1/1/19,N,20500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,1/1/19,N,7700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,1/1/19,N,4500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,1/1/19,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,1/1/19,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,1/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,1/1/19,N,9000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,1/1/19,N,351100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,2/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,2/1/19,N,9900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,2/1/19,N,107300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,2/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,2/1/19,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,2/1/19,N,5200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,2/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,2/1/19,N,19100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,2/1/19,N,20200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,2/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,2/1/19,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,2/1/19,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,2/1/19,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,2/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,2/1/19,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,2/1/19,N,351900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,3/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,3/1/19,N,10000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,3/1/19,N,107300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,3/1/19,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,3/1/19,N,5200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,3/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,3/1/19,N,19200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,3/1/19,N,19900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,3/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,3/1/19,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,3/1/19,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,3/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,3/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,3/1/19,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,3/1/19,N,354300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,4/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,4/1/19,N,10000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,4/1/19,N,107500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,4/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,4/1/19,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,4/1/19,N,5200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,4/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,4/1/19,N,19000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,4/1/19,N,19900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,4/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,4/1/19,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,4/1/19,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,4/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,4/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,4/1/19,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,4/1/19,N,354000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,5/1/19,N,7900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,5/1/19,N,10100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,5/1/19,N,107100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,5/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,5/1/19,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,5/1/19,N,5300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,5/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,5/1/19,N,19100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,5/1/19,N,20200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,5/1/19,N,7800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,5/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,5/1/19,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,5/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,5/1/19,N,4800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,5/1/19,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,5/1/19,N,354700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,6/1/19,N,7900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,6/1/19,N,10100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,6/1/19,N,108600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,6/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,6/1/19,N,2700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,6/1/19,N,5200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,6/1/19,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,6/1/19,N,19300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,6/1/19,N,21500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,6/1/19,N,7900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,6/1/19,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,6/1/19,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,6/1/19,N,4900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
