Industry Title,LMID Industry Title,Parsed_Code,Area Type,Area Name,Date,Seasonally Adjusted,Current Employment,Main_EDD,Main_Code,Sub_1,Sub_1_Code,Sub_2,Sub_2_Code,Sub_3,Sub_3_Code,Sub_4,Sub_4_Code
county,county,939,County,San Diego County,02/01/2015,N,20300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,03/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,01/01/2015,N,7000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,01/01/2015,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,01/01/2015,N,97300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,01/01/2015,N,1400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,01/01/2015,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,01/01/2015,N,4900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,01/01/2015,N,1500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,01/01/2015,N,19600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,01/01/2015,N,20200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,01/01/2015,N,7400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,01/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,01/01/2015,N,3100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,01/01/2015,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,01/01/2015,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,01/01/2015,N,8800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,01/01/2015,N,332100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,02/01/2015,N,7000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,02/01/2015,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,02/01/2015,N,97300,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,02/01/2015,N,1400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,02/01/2015,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,02/01/2015,N,4900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,02/01/2015,N,1500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,02/01/2015,N,19600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,02/01/2015,N,7400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Santa Barbara County,02/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,02/01/2015,N,3100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,02/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,02/01/2015,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,02/01/2015,N,8800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,02/01/2015,N,332400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,03/01/2015,N,7000,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,03/01/2015,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,03/01/2015,N,97600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,03/01/2015,N,1400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,03/01/2015,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,03/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,03/01/2015,N,1500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,03/01/2015,N,19600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,03/01/2015,N,20200,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,03/01/2015,N,7500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Solano County,03/01/2015,N,3100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Sonoma County,03/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Stanislaus County,03/01/2015,N,4600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Ventura County,03/01/2015,N,8800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,State,California,03/01/2015,N,333700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Fresno County,04/01/2015,N,6900,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Kern County,04/01/2015,N,9100,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Los Angeles County,04/01/2015,N,97500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Madera County,04/01/2015,N,1400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Marin County,04/01/2015,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Monterey County,04/01/2015,N,4700,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Napa County,04/01/2015,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,Orange County,04/01/2015,N,19500,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Diego County,04/01/2015,N,19800,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
county,county,939,County,San Joaquin County,04/01/2015,N,7400,government,900,state and local government,940,local government,930,local government excluding education,932,county,939
