Industry Title,LMID Industry Title,Parsed_Code,Area Type,Area Name,Date,Seasonally Adjusted,Current Employment,Main_EDD,Main_Code,Sub_1,Sub_1_Code,Sub_2,Sub_2_Code,Sub_3,Sub_3_Code,Sub_4,Sub_4_Code
city,city,939,County,Madera County,03/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,03/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,03/01/2017,N,2200,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,03/01/2017,N,800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,03/01/2017,N,15600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,03/01/2017,N,18800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,03/01/2017,N,3300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,03/01/2017,N,2900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,03/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,03/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,03/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,03/01/2017,N,4000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,03/01/2017,N,264300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,04/01/2017,N,5500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,04/01/2017,N,2700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,04/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,04/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,04/01/2017,N,2200,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,04/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,04/01/2017,N,15900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,04/01/2017,N,18800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,04/01/2017,N,3400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,04/01/2017,N,3000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,04/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,04/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,04/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,04/01/2017,N,4000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,04/01/2017,N,265700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,05/01/2017,N,2700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,05/01/2017,N,92100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,05/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,05/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,05/01/2017,N,2200,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,05/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,05/01/2017,N,15900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,05/01/2017,N,19000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,05/01/2017,N,3400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,05/01/2017,N,3000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,05/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,05/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,05/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,05/01/2017,N,4100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,05/01/2017,N,267800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,06/01/2017,N,5700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,06/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,06/01/2017,N,94800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,06/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,06/01/2017,N,1700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,06/01/2017,N,2300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,06/01/2017,N,1000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,06/01/2017,N,16400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,06/01/2017,N,19600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,06/01/2017,N,3500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,06/01/2017,N,3300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,06/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,06/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,06/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,06/01/2017,N,4200,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,06/01/2017,N,276500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,07/01/2017,N,5700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,07/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,07/01/2017,N,95400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,07/01/2017,N,500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,07/01/2017,N,1800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,07/01/2017,N,2400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,07/01/2017,N,1000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,07/01/2017,N,16600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,07/01/2017,N,19700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,07/01/2017,N,3500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,07/01/2017,N,3300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,07/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,07/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,07/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,07/01/2017,N,4000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,07/01/2017,N,279000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,08/01/2017,N,5700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,08/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,08/01/2017,N,95100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,08/01/2017,N,500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,08/01/2017,N,1700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,08/01/2017,N,2300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,08/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,08/01/2017,N,16400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,08/01/2017,N,19700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,08/01/2017,N,3500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,08/01/2017,N,3200,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,08/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,08/01/2017,N,2700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,08/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,08/01/2017,N,4100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,08/01/2017,N,276900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,09/01/2017,N,5600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,09/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,09/01/2017,N,92600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,09/01/2017,N,500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,09/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,09/01/2017,N,2300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,09/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,09/01/2017,N,15900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,09/01/2017,N,19100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,09/01/2017,N,3500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,09/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,09/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,09/01/2017,N,2600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,09/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,09/01/2017,N,4100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,09/01/2017,N,269500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,10/01/2017,N,5600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,10/01/2017,N,4100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,10/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,10/01/2017,N,91800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,10/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,10/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,10/01/2017,N,2300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,10/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,10/01/2017,N,15800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,10/01/2017,N,18900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,10/01/2017,N,3500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,10/01/2017,N,2900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,10/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,10/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,10/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,10/01/2017,N,267600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,11/01/2017,N,5700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,11/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,11/01/2017,N,91900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,11/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,11/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,11/01/2017,N,2200,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,11/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,11/01/2017,N,15700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,11/01/2017,N,18700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,11/01/2017,N,3500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,11/01/2017,N,3100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,11/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,11/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,11/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,11/01/2017,N,4100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,11/01/2017,N,267600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Fresno County,12/01/2017,N,5700,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Kern County,12/01/2017,N,2800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Los Angeles County,12/01/2017,N,92000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Madera County,12/01/2017,N,400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Marin County,12/01/2017,N,1600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Monterey County,12/01/2017,N,2300,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Napa County,12/01/2017,N,900,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Orange County,12/01/2017,N,15800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Diego County,12/01/2017,N,18800,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,San Joaquin County,12/01/2017,N,3400,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Santa Barbara County,12/01/2017,N,3000,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Solano County,12/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Sonoma County,12/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Stanislaus County,12/01/2017,N,2500,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,County,Ventura County,12/01/2017,N,4100,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
city,city,939,State,California,12/01/2017,N,267600,government,900,state and local government,940,local government,930,local government excluding education,932,city,939
total farm,total farm,111,County,Shasta County,04/01/2017,N,700,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Los Angeles County,01/01/2017,N,5100,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Alameda County,01/01/2017,N,500,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Alpine County,01/01/2017,N,0,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Amador County,01/01/2017,N,220,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Butte County,01/01/2017,N,2500,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Calaveras County,01/01/2017,N,80,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Colusa County,01/01/2017,N,1860,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Contra Costa County,01/01/2017,N,400,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Del Norte County,01/01/2017,N,300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,El Dorado County,01/01/2017,N,200,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Fresno County,01/01/2017,N,39100,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Glenn County,01/01/2017,N,1990,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Humboldt County,01/01/2017,N,800,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Imperial County,01/01/2017,N,14300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Inyo County,01/01/2017,N,51,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Kern County,01/01/2017,N,52900,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Kings County,01/01/2017,N,7000,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Lake County,01/01/2017,N,730,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Lassen County,01/01/2017,N,390,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Madera County,01/01/2017,N,12100,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Marin County,01/01/2017,N,300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Mariposa County,01/01/2017,N,21,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Mendocino County,01/01/2017,N,1160,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Merced County,01/01/2017,N,11200,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Modoc County,01/01/2017,N,210,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Mono County,01/01/2017,N,31,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Monterey County,01/01/2017,N,30800,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Napa County,01/01/2017,N,3800,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Nevada County,01/01/2017,N,51,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Orange County,01/01/2017,N,2100,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Placer County,01/01/2017,N,300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Plumas County,01/01/2017,N,31,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Riverside County,01/01/2017,N,11900,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Sacramento County,01/01/2017,N,2400,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Benito County,01/01/2017,N,1400,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Bernardino County,01/01/2017,N,2000,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Diego County,01/01/2017,N,7700,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Francisco County,01/01/2017,N,200,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Joaquin County,01/01/2017,N,12700,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Luis Obispo County,01/01/2017,N,4200,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,San Mateo County,01/01/2017,N,1700,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Santa Barbara County,01/01/2017,N,14300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Santa Clara County,01/01/2017,N,3100,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Santa Cruz County,01/01/2017,N,4400,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Shasta County,01/01/2017,N,1300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Sierra County,01/01/2017,N,11,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Siskiyou County,01/01/2017,N,560,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Solano County,01/01/2017,N,1300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Sonoma County,01/01/2017,N,5300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Stanislaus County,01/01/2017,N,11600,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Sutter County,01/01/2017,N,2300,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
total farm,total farm,111,County,Tehama County,01/01/2017,N,1620,total farm,111,total farm,111,total farm,111,total farm,111,total farm,111
